Order ID,Order Date,Order Mode,Customer ID,City,Postal Code,Country,Region,Product ID,Product Name,Category,Sub-Category,Sales,Cost Price,Quantity,Discount
UQA-515555,9/4/2023,Online,KM010380,Newport,NR29,England,South East,01JZ3NR47M60NT642N0XTF1QTR,Wine Glasses,Home,Kitchen Accessories,29.14,11.496,13,0.36
GTU-865124,9/16/2023,In-Store,DM035468,London,EC1V,England,North East,01JZ3NT1FA59SZQPFH19E0638A,Basil-infused Olive Oil,Food - Cooking Oil,Infused Oils,6.14,2.296,6,0.08
TBC-866453,9/17/2023,Online,TX016353,Kingston,DT10,England,West Midlands,01JZ3NTPEJEGD0WK256NKJTFW0,LED Flashing Pet Collar,Pets,Pet Accessories,14.14,5.496,5,
OXN-432956,2/25/2023,In-Store,NI025124,Tullich,AB55,Scotland,,01JZ3NCFA5NAWJSVW1Q4M6JTC7,Sea Salt Tortilla Chips,Food - Snacks,Savory Snacks,1.64,0.247,10,0.12
TQT-785468,9/16/2023,Online,QP036940,Bradford,BD7,England,Yorkshire and the Humber,01JZ3NQZAMJTTQK658V44BYWK6,Cat Scratching Post with Toys,Pets,Cat Furniture,44.14,17.496,16,0.09
JLL-472559,12/7/2023,In-Store,AF014962,Buckland,CT16,England,South West,01JZ3NCB7CM2B8ZGEG6PPSPCRG,Garden Vegetable Chips,Food - Snacks,Vegetable Snacks,2.64,0.547,12,0.21
FZK-010637,1/1/2023,Online,DJ065927,Milton,AB56,Scotland,,01JZ3NQZK7YH2P6M47E6DA3ZR2,Silicone Baking Mat,Kitchen,Baking Accessories,15.14,5.896,4,0.28
PFR-065872,5/17/2023,In-Store,OL051265,Stapleford,LN6,England,West Midlands,01JZ3NSZT69Q5YCQ36E7EMQJ26,Coconut Water,Food - Beverages,Natural Beverages,1.64,0.496,1,0.22
VIZ-336988,5/26/2023,Online,QO024751,Thorpe,BD23,England,South West,01JZ3NR2HM9DE39M9WJSA1TM5B,Cork Yoga Mat,Fitness,Yoga Equipment,39.14,15.496,20,0.3
OBC-284207,11/23/2023,In-Store,FF005406,Walton,CV35,England,East Midlands,01JZ3NRA3XSB3YN395Q3NAB5RQ,Interchangeable Watch Bands,Accessories,Watches,24.14,9.496,10,0.12
PGZ-264765,10/4/2023,Online,WT058790,Newport,NR29,England,Yorkshire and the Humber,01JZ3NT1E4RWQHFS3TCX5078CZ,Creamy Avocado Dip,Food - Snacks,Dips and Spreads,2.64,0.896,1,0.22
EEM-010875,12/25/2023,In-Store,MJ046433,Marston,ST20,England,West Midlands,01JZ3NT56PV7E8E25VAQHV3M4D,Portable Hammock with Stand,Outdoor,Camping Equipment,69.14,27.496,18,0.09
IKD-294455,2/2/2023,Online,WL067890,East End,BH21,England,East Midlands,01JZ3NC9RVVD2Q59Q4S0F56Y3S,Electric Wax Warmer,Home,Home Fragrance & Accessories,22.14,6.397,2,0.14
EOM-427297,10/7/2023,In-Store,RA089082,Dean,OX7,England,South West,01JZ3NR3M0ADDTYQ47MDT0QZ5Y,Oversized Denim Shirt,Clothing - Shirts,Casual Shirts,49.14,19.496,17,0.32
OSY-857968,9/27/2023,Online,YG071594,Glasgow,G4,Scotland,,01JZ3NR4MH8B1KD1DG3FYRNSBN,Rice Pilaf Mix,Food - Grains,Convenience Meal Kits,1.74,0.536,5,0.37
MDG-323826,8/15/2023,In-Store,DC062483,West End,DN36,England,,01JZ3NT0RKNDQ9KVA7582RNHZZ,Coconut Rice,Food - Frozen,Frozen Meals,1.44,0.416,8,0.25
MNR-228779,9/27/2023,Online,ZH026809,Normanton,LE15,England,East of England,01JZ3NTPZR31JG9JMFGGH243ZD,Garden Hose,Garden,Garden Supplies,32.14,12.696,11,0.12
VWZ-562480,3/18/2023,In-Store,UK043146,Craigavon,BT66,,East Midlands,01JZ3NC95QFKZKGKHZ6CQ5BVD1,Pepper Jack Cheese Sticks,Food - Snacks,Savory Snacks,1.64,0.247,6,0.24
AYS-394071,8/18/2023,Online,CN092844,London,W1F,England,West Midlands,01JZ3NC9T9Z1RSZP63NCCBJE40,Honey Sesame Chicken,Food - Frozen Food,Frozen Meals,8.14,2.197,13,
GGU-272979,7/19/2023,In-Store,RA089082,Sheffield,S33,England,North West,01JZ3NR3M0ADDTYQ47MDT0QZ5Y,Oversized Denim Shirt,Clothing - Shirts,Casual Shirts,49.14,19.496,13,0.17
ZGW-144408,8/1/2023,Online,YK053180,Stapleford,LN6,England,Yorkshire and the Humber,01JZ3NR3MVFN27ZZ8NK4FBBGAR,Scented Candle Set,Home,Home Fragrance & Accessories,24.14,9.496,13,
ZTW-109953,11/20/2023,In-Store,JH027246,Liverpool,L33,England,North East,01JZ3NCFRSR5ZDH7AKM9YBDN53,Bamboo Toothbrush Holder,Health,Oral Care & Hygiene,14.14,3.997,2,0.35
ZHN-471722,5/19/2023,Online,MP054592,Belfast,BT2,Northern Ireland,,01JZ3NT7W6RZMZRVH016PQBKF1,Teriyaki Salmon Fillets,Food - Seafood,Prepared Seafood,9.14,3.496,9,0.33
VKV-792803,11/10/2023,In-Store,FW074690,Kinloch,PH43,Scotland,,01JZ3NR44M2MFTMNEHS500ZHDF,Honey Roasted Chickpeas,Food - Snacks,Savory Snacks,2.44,0.816,4,0.11
JYD-394408,9/18/2023,Online,TR039952,Stapleford,LN6,England,Yorkshire and the Humber,01JZ3NR3DNVF9E9SK32JNMT4MJ,Portable Phone Charger,Accessories,Mobile Accessories,29.14,11.496,15,0.33
PQI-809666,3/28/2023,In-Store,KM010380,Milton,NG22,England,Yorkshire and the Humber,01JZ3NR47M60NT642N0XTF1QTR,Wine Glasses,Home,Kitchen Accessories,29.14,11.496,12,0.16
EJJ-875365,12/30/2023,Online,WP043997,Manchester,M14,England,,01JZ3NTJFKDYFF4DQNRVME9WNQ,Herbal Tea Sampler Box,Food,Beverages,29.14,11.496,15,0.03
BFM-643320,11/18/2023,In-Store,LE096161,Linton,BD23,England,North East,01JZ3NR1JY7YRFR16GWKJJ9KM7,Striped Long Sleeve Shirt,Clothing - Shirts,Casual Shirts,29.14,11.496,1,0.2
DKA-947499,8/23/2023,Online,CD028083,Craigavon,BT66,Northern Ireland,,01JZ3NCG1XR9VE4JBYB92Z3Y93,Spicy Thai Coconut Soup,Food - Soups,Specialty Soups,3.14,0.697,2,0.12
OYA-123153,10/24/2023,In-Store,FP077912,Edinburgh,EH9,Scotland,,01JZ3NR2RVZ1W8WTPC7ER64CQ1,Beef Stroganoff Meal Kit,Food - Frozen Meals,Frozen Dinner Kits,12.14,4.696,5,0.39
ZWM-830762,10/30/2023,Online,SK025091,Ford,GL54,England,Yorkshire and the Humber,01JZ3NR6V25GCZP5ZQAJ7E54YY,Pecan Nuts,Food - Snacks,Nuts and Seeds,5.64,2.096,12,0.38
ACF-954607,10/26/2023,In-Store,TV043812,Wirral,CH48,England,West Midlands,01JZ3NCAP9JHYCTQDR0BNTHYGQ,Fashionable Belt Bag,Accessories,Bags,34.14,9.997,15,0.16
UPF-180290,9/12/2023,Online,UQ041561,Normanton,LE15,England,South West,01JZ3NCAD0DP22CG9M1J1RETVP,Fleece Throw Blanket,Home,Bedding & Linens,29.14,8.497,14,0.18
NVQ-328064,10/6/2023,In-Store,QA049932,Birmingham,B12,,East Midlands,01JZ3NSW8ZT7AD3MSSXBVS136P,USB Desk Fan,Home,Home Appliances,14.14,5.496,4,0.26
NSJ-940044,10/23/2023,Online,HD083057,Tullich,AB55,Scotland,,01JZ3NSWVC3NS2GSX3QTTG70ZH,Educational STEM Kit,Toys,STEM Learning Toys,35.14,13.896,17,0.09
XYT-938568,9/10/2023,In-Store,MC063078,Charlton,OX12,England,South West,01JZ3NCA1W3F3MY6XR6THXQSAH,Coconut Cream Pie Mix,Food - Baking,Mixes,4.14,0.997,4,0.26
IYT-848886,10/11/2023,Online,TW046151,Middleton,LE16,England,Yorkshire and the Humber,01JZ3NR1VXZ3RN4MNGD0MCCTTM,Savory Rice Cakes,Food - Snacks,Savory Snacks,1.65,0.5,7,0.3
UUR-511938,4/13/2023,In-Store,ML060791,Eaton,DN22,England,London,01JZ3NTA4KZANMBYZ84VNQSBYX,Andouille Sausage,Food - Meat,Processed Meats,4.64,1.696,7,0.23
DQW-061697,5/28/2023,Online,KJ002476,London,SW1E,England,West Midlands,01JZ3NTBJV0DHTMP743FW430FD,Classic White T-Shirt,Clothing - Tops,T-Shirts,19.14,7.496,7,0.08
WBF-380115,2/12/2023,In-Store,UK042725,Sheffield,S33,England,East Midlands,01JZ3NCBDNPX0E32472V2XS7NK,Silicone Baking Mats,Kitchen,Baking Accessories,19.14,5.497,9,0.38
EYJ-108820,11/27/2023,Online,LT041837,Church End,CB4,England,West Midlands,01JZ3NRAVPTXCWWN3STM2EWMGM,Hand Mixer,Kitchen,Blenders & Juicers,29.14,11.496,4,0.18
XEI-055755,7/27/2023,In-Store,XY043257,London,WC2H,England,Yorkshire and the Humber,01JZ3NSY7S8J28S844AZSMKYE9,Chic Jumpsuit,Clothing - Jumpsuits,Jumpsuits,89.14,35.496,1,0.29
ERI-395213,12/29/2023,Online,GM070527,Upton,DN21,England,,01JZ3NC9JWB0J9QBNBQQS9ZRY7,Smart Wi-Fi Light Bulbs,,Smart Lighting,19.14,5.497,8,0.27
RDP-330457,2/28/2023,In-Store,EB020382,Aberdeen,AB39,Scotland,,01JZ3NCANMKZ7CT3PF9EFBSTJ9,Reclining Camping Chair,Outdoor,Camping Equipment,49.14,14.497,12,0.24
IZM-541607,3/29/2023,Online,RP040536,Eaton,DN22,England,North West,01JZ3NR848MR60K9R4D5B78F2T,Homestyle Chicken Noodle Soup,Food - Canned Goods,Soups & Broths,2.14,0.696,13,0.32
KIH-568162,11/22/2023,In-Store,QM000750,Marston,ST20,England,,01JZ3NR1M67CYX605DCP871281,Electric Bike,Bicycles,Bicycles,899.14,359.496,1,0.28
OZV-012577,7/9/2023,Online,VN020488,Buckland,CT16,England,South West,01JZ3NCA3JNK3N2STPPV4FAQ80,Compressible Packing Cubes,Travel,Travel Accessories,29.14,8.497,8,0.39
MRL-119805,4/26/2023,In-Store,PQ079827,Buckland,CT16,England,East of England,01JZ3NTHCVTQ0851GWVFS0XBZ4,Portable Grill Cover,Outdoor,Grilling Accessories,24.14,9.496,8,0.26
ZQX-003879,7/12/2023,Online,PY020970,Kirkton,KW10,Scotland,,01JZ3NT4A3KX3AY9Y9M7DR9C8P,Banana Peanut Butter Smoothie,Food - Frozen Foods,Frozen Smoothies,4.64,1.696,14,0.01
EQJ-680626,2/9/2023,In-Store,TR063844,Aberdeen,AB39,Scotland,,01JZ3NTE7RARHN1AMVJRBX9YB7,Tandoori Chicken Marinade,Food - Condiments,Marinades and Sauces,1.64,0.496,5,0.14
JOK-195281,5/17/2023,Online,JH027246,Brampton,NR34,England,Yorkshire and the Humber,01JZ3NCFRSR5ZDH7AKM9YBDN53,Bamboo Toothbrush Holder,Health,Oral Care & Hygiene,14.14,3.997,16,0.26
LMY-714091,1/4/2023,In-Store,MW024382,Bristol,BS41,England,South East,01JZ3NRA23JAGBH44BW5RPJQ1Q,Oven-Baked Parmesan Zucchini,Food - Frozen Vegetables,Frozen Veggie Snacks,4.14,1.496,18,0.28
UOY-648583,8/18/2023,Online,WW057085,Aberdeen,AB39,,West Midlands,01JZ3NCEW3PQZ56BG8RRZ1H49N,Vegetarian Pizza,Food - Frozen Foods,Frozen Vegetarian Meals,4.64,1.147,16,
INK-105579,11/15/2023,In-Store,UE005686,Pentre,SY4,,North West,01JZ3NR921JVWNDYCKF47QPSZT,Buttermilk Pancakes,Food - Breakfast,Pancakes & Waffles,3.14,1.096,14,0.28
BWF-840819,8/24/2023,Online,MJ023223,Birmingham,B40,England,London,01JZ3NCH34Q66T8FMPAAQMK19N,Folding Pocket Knife,Tools,Hand Tools,24.14,6.997,3,0.25
FDV-380937,2/14/2023,In-Store,BB040839,Charlton,OX12,England,North East,01JZ3NCA9YGQS0HMZEB2H5DRPY,Raisin Cinnamon Granola,Food - Cereals,Granola,2.94,0.637,17,
UPQ-051664,11/7/2023,Online,JZ004144,Wootton,NN4,England,Yorkshire and the Humber,01JZ3NT4QPXXP40DE0G1X47N4Q,Watercolor Paint Set,Art Supplies,Painting Supplies,19.14,7.496,3,0.26
XCI-432905,4/17/2023,In-Store,UC075007,Edinburgh,EH9,Scotland,,01JZ3NR7BE0HQS2S5TQHYV1DN0,Pumpkin Pie Spice,Food - Baking,Baking Ingredients,2.14,0.696,7,0.25
VYZ-898578,6/23/2023,Online,KI037478,Birmingham,B40,England,South East,01JZ3NCB5R7WXNY1S2F6S3AFQA,Electric Stir Fry Pan,Kitchen,Cooking Appliances,49.14,14.497,13,0.17
QZM-781194,3/27/2023,In-Store,QW076708,Sheffield,S33,England,East of England,01JZ3NR2636X7KVN84BQPBH7YC,Fitness Mat,Fitness,Fitness Accessories,49.14,19.496,5,0.01
SUR-376492,10/30/2023,Online,KW071085,Thorpe,BD23,England,North West,01JZ3NR0C89AXMBXXMQN9G2C5D,Water-Resistant Bluetooth Speaker,Audio,Portable Speakers,59.14,23.496,3,0.32
CST-740790,12/24/2023,In-Store,II051569,Seaton,LE15,England,,01JZ3NR78T607XN8MYTVSVSVAR,Peach Mango Smoothie Mix,Food - Beverages,Smoothies,5.14,1.896,2,0.19
SUO-360313,11/19/2023,Online,TB040589,Norton,NN11,England,North West,01JZ3NR48SVNPYA28XHBJZPKHM,Foldable Yoga Mat Carry Bag,Fitness,Yoga Equipment,18.14,7.096,8,0.32
RMP-987223,9/9/2023,In-Store,CP013476,Sheffield,S1,England,North West,01JZ3NC9H9NMH4TCQ6YHXFEWT1,Ranch Dressing,Food - Condiments,Dressing,1.74,0.277,20,
PCI-391799,12/10/2023,Online,FX008936,Brampton,NR34,England,London,01JZ3NR35530H2HQJ328MVW3PM,Creamy Ranch Dressing,Food - Dressings,Dressings,1.64,0.496,2,0.14
UHR-630821,8/5/2023,In-Store,RI031264,Craigavon,BT66,Northern Ireland,,01JZ3NCBRMFKQ497PC6WYMQVJM,Spicy Tuna Rolls,Food - Seafood,Sushi,5.64,1.447,19,0.1
OCX-716316,2/1/2023,Online,HV019230,Seaton,LE15,England,West Midlands,01JZ3NR5CYB0ACTXQRHR2TPBTM,Vegan Chickpea Salad,Food - Prepared Foods,Salads,3.14,1.096,15,0.11
XVZ-743941,12/9/2023,In-Store,SU079831,Tullich,AB55,Scotland,,01JZ3NTHC8ZCSRX314CW39GE63,Italian Marinara Sauce,Food - Sauces,Pasta Sauces,2.44,0.816,8,
SGL-085401,3/12/2023,Online,FC010468,London,W1F,England,,01JZ3NCGJCAVD5QFZEB9W8SRJ7,Honey Mustard Dip,Food - Condiments,Dips & Spreads,2.44,0.487,19,0.18
FHW-959091,3/25/2023,In-Store,ST070258,Bristol,BS41,England,,01JZ3NTK0PF89ZMV5TTW1QK36S,Basil Lemonade,Food - Beverages,Herbal Beverages,2.14,0.696,5,0.34
KRY-359649,3/7/2023,Online,VN032443,Edinburgh,EH9,Scotland,,01JZ3NCC6RCGFZ9A3K2ZBBZ4AF,Black Bean & Corn Salad,Food - Salads,Vegetarian Salads,3.14,0.697,15,0.19
QYK-714695,11/7/2023,In-Store,ZN007702,East End,BH21,England,East Midlands,01JZ3NC9EZBP2T7YDV2PS1NRGY,Wireless Keyboard and Mouse Combo,Electronics,Computer Accessories,34.14,9.997,5,0.08
KXF-720738,9/14/2023,Online,WZ079454,Ford,GL54,England,West Midlands,01JZ3NT3DZNMWT1JQS7XFA880R,Peanut Butter Granola,,Granola/Cereal,4.14,1.496,18,0.31
XHW-352242,6/24/2023,In-Store,UV068800,London,EC3M,England,,01JZ3NTFHW8HHNCMHFWN73DG5E,Sweet Potato Noodles,Food - Pasta,Specialty Pasta,2.94,1.016,12,0.31
YHQ-981514,10/3/2023,Online,CM008593,Pentre,SY4,Wales,,01JZ3NT6DAD10JTS3Q38AZPJWA,Mixed Berry Smoothie Pack,Food - Frozen Food,Frozen Fruits,5.14,1.896,15,0.07
HDG-697192,6/30/2023,In-Store,HQ055520,London,SW1E,England,,01JZ3NTENGK8NPD9SXV6G23NJ1,Fruit and Nut Energy Bites,Food - Snacks,Healthy Snacks,2.14,0.696,7,0.09
IYD-539827,8/17/2023,Online,XB009407,West End,DN36,England,North East,01JZ3NT1CY4423EQ1EXZJ9YY0K,Air Mattress,Outdoor,Camping Equipment,49.14,19.496,15,0.09
XLJ-616077,1/10/2023,In-Store,DE037740,Kingston,DT10,England,East Midlands,01JZ3NR61MMJJDB043XZ0WQH6M,Set of Silicone Cooking Utensils,Kitchen,Cooking Tools & Utensils,29.14,11.496,9,0.21
AQK-180738,1/27/2023,Online,AM051739,Liverpool,L74,England,East Midlands,01JZ3NTAJJMK1987R9CXRCNGTP,Apple Sauce,Food - Canned Goods,Sauces & Condiments,1.34,0.376,4,0.02
RFV-439201,9/22/2023,In-Store,IF076535,Dean,OX7,England,West Midlands,01JZ3NR0F8H4HXMZPBH0X873JM,Jump Rope with Counter,Fitness,Cardio Equipment,12.14,4.696,20,0.08
GRR-061875,2/1/2023,Online,IX092310,Sutton,CT15,England,East Midlands,01JZ3NCAWT3P7ZHX3QQDVEYFTC,Folding Exercise Bike,Fitness,Bikes & Cycling Equipment,199.14,59.497,17,0.04
OYY-940446,5/14/2023,In-Store,HJ026970,Kirkton,KW10,Scotland,,01JZ3NCF0JPCH0PFJ73R0K606R,Cheesy Broccoli Soup Mix,Food - Soups,Creamy Soups,2.14,0.397,13,0.13
QGK-966188,6/24/2023,Online,WY056153,Horton,BS37,England,,01JZ3NR4NXY0N9A7E2KYVQS0F3,Bamboo Charcoal Air Purifier Bags,Home,Air Quality & Purification,12.14,4.696,6,0.1
WNO-360129,10/25/2023,In-Store,VN020488,Upton,WF9,England,East Midlands,01JZ3NCA3JNK3N2STPPV4FAQ80,Compressible Packing Cubes,Travel,Travel Accessories,29.14,8.497,19,0.19
FPH-495186,11/21/2023,Online,TB024905,London,WC1B,England,East Midlands,01JZ3NCGYMZSYV4YHNG22P2P9R,Peach Mango Smoothie,Food - Beverages,Smoothies,2.64,0.547,17,
YVV-713453,5/7/2023,In-Store,PD039339,Sutton,RH5,England,East Midlands,01JZ3NTE76G1VCKDBJ5XDF5FGS,Bluetooth Car Adapter,Automotive,Automotive Accessories,24.14,9.496,11,0.06
QMC-759908,11/30/2023,Online,UH020305,Horton,BS37,England,South West,01JZ3NSWT5XVBDPD3QCTBNJ2MW,Balsamic Vinegar,Food - Condiments,Vinegars,4.14,1.496,1,0.39
TUO-460255,7/22/2023,In-Store,AF014962,Charlton,OX12,England,North East,01JZ3NCB7CM2B8ZGEG6PPSPCRG,Garden Vegetable Chips,Food - Snacks,Vegetable Snacks,2.64,0.547,8,0.4
PRV-700004,12/30/2023,Online,AG034492,Twyford,LE14,England,Yorkshire and the Humber,01JZ3NT2Z6CKEVNJ7HND478GQX,Dishwasher Safe Cutting Board,Kitchen,Cutting Boards & Utensils,22.14,8.696,2,0.35
VSZ-627821,1/7/2023,In-Store,UP033830,Middleton,LE16,England,South East,01JZ3NCCAAEQ7GEDV005JJVCTN,Scented Soy Candles,Home,Home Fragrance & Accessories,19.14,5.497,9,0.06
WFT-505521,5/23/2023,Online,MB036703,London,W1F,England,Yorkshire and the Humber,01JZ3NR4K3GEDM8FTY0WZ05QDW,Mini Hand Gesture Drone,Toys,Remote Control Drones,29.14,11.496,18,0.08
ULG-905975,6/10/2023,In-Store,SN013438,Linton,BD23,England,East of England,01JZ3NCA6NFCFYJ505FB98C6MF,Classic Baseball Cap,Clothing - Accessories,Headwear,24.14,6.997,9,0.18
JLU-501500,8/13/2023,Online,KJ002476,Middleton,LE16,England,North West,01JZ3NTBJV0DHTMP743FW430FD,Classic White T-Shirt,Clothing - Tops,T-Shirts,19.14,7.496,9,
TFM-664761,8/17/2023,In-Store,RA089082,Denton,M34,England,East of England,01JZ3NR3M0ADDTYQ47MDT0QZ5Y,Oversized Denim Shirt,Clothing - Shirts,Casual Shirts,49.14,19.496,11,0.37
VML-199158,1/23/2023,Online,IA036068,Stapleford,LN6,England,South West,01JZ3NCEZZ51A1JY51KKS3A33J,Egg Noodles,Food - Grains,Pasta,1.44,0.187,17,0.2
BRL-042057,12/16/2023,In-Store,EU072161,Sutton,RH5,England,South East,01JZ3NRANS87FVXKNRNM2H6G3C,Non-Toxic Crayons for Kids,Toys,Art Supplies,10.14,3.896,9,0.02
GCT-977375,2/24/2023,Online,LE082543,London,WC1B,England,North West,01JZ3NSZSSFRYPYNXW7KHY4RED,Chili Lime Shrimp,Food - Seafood,Marinated Seafood,8.14,3.096,4,0.11
QDP-140396,12/15/2023,In-Store,QB095004,Ashley,SN13,England,West Midlands,01JZ3NCFM6WG6WARKPXBJQC77Q,Paint By Numbers Kit,Art Supplies,Painting Kits,24.14,6.997,8,0.17
IZL-869377,4/10/2023,Online,AM051796,Middleton,LE16,England,West Midlands,01JZ3NCBC50ME5WD2D53Q5PGKY,Samoas Cookie Mix,Food - Baking,Mixes,4.74,1.177,18,0.28
HMG-103518,8/25/2023,In-Store,WP043997,Buckland,CT16,England,South West,01JZ3NTJFKDYFF4DQNRVME9WNQ,Herbal Tea Sampler Box,Food,Beverages,29.14,11.496,11,0.12
WZD-361200,1/15/2023,Online,LT006441,Newtown,RG20,England,North West,01JZ3NR54GNP566953HCSRASNA,Plant-Based Protein Bars,Health,Fitness & Nutrition,19.14,7.496,1,0.3
TME-074243,8/14/2023,In-Store,MR095401,Belfast,BT2,Northern Ireland,,01JZ3NCC22PJNDR57A4BWYCT2E,Graphic Hoodie,Clothing - Outerwear,Hoodies,49.14,14.497,3,
EQI-276509,10/7/2023,Online,BE033170,Whitwell,DL10,England,North West,01JZ3NTD4A5334RR1WQT613HVB,Cinnamon Apple Sauce,Food - Canned Goods,Sauces & Condiments,1.64,0.496,10,0.05
PAG-489779,1/26/2023,In-Store,CY049651,Church End,CB4,England,North West,01JZ3NCASAF8P20XD20FB2Z8RD,Pet Training Clicker,Pets,Training Supplies,5.14,1.297,5,0.35
YFA-951353,1/16/2023,Online,WZ079454,Norton,NN11,England,,01JZ3NT3DZNMWT1JQS7XFA880R,Peanut Butter Granola,,Granola/Cereal,4.14,1.496,1,0.27
GET-241529,5/11/2023,In-Store,FA096242,Hatton,CV35,England,North West,01JZ3NCGR98JE0X2FCNSP90GM1,Organic Lentil Soup,Food - Soups,Canned Soups,4.14,0.997,6,0.1
HDF-411861,1/1/2023,Online,VN032443,Wootton,NN4,England,East Midlands,01JZ3NCC6RCGFZ9A3K2ZBBZ4AF,Black Bean & Corn Salad,Food - Salads,Vegetarian Salads,3.14,0.697,1,0.38
GXU-991979,3/2/2023,In-Store,BG041780,London,EC1V,England,,01JZ3NTHWCVX3NBQPJ6RPJS88Q,Digital Meat Thermometer,Kitchen,Cooking Tools & Utensils,24.14,9.496,6,
FIG-691092,5/27/2023,Online,VA029829,Birmingham,B12,England,London,01JZ3NRA34M61113YYA8NCT0S9,Classic BBQ Sauce,Food - Condiments,BBQ Sauces,1.94,0.616,1,0.38
FWK-093764,6/8/2023,In-Store,OH052826,Newton,IV1,Scotland,,01JZ3NCF850768J36QNQ343VSS,Electric Hot Water Dispenser,Kitchen,Small Appliances,59.14,17.497,5,0.28
MRJ-333263,6/10/2023,Online,FX086943,Newbiggin,NE46,England,East Midlands,01JZ3NCAW9FYCHPNQRQD4T0JBZ,Outdoor Folding Table,Outdoor,Outdoor Furniture,39.14,11.497,19,0.18
DAU-890751,3/29/2023,In-Store,DJ041197,Ashley,SN13,England,South West,01JZ3NR6E8MK9Q59SHWP0DZE60,Adjustable Dog Harness,Pets,Dog Accessories,24.14,9.496,7,0.36
IRC-867302,4/24/2023,Online,FE005308,Kinloch,PH43,Scotland,,01JZ3NSWEQ21F0SRB59SDY8TZC,Buffalo Wing Sauce,Food - Condiments,Hot Sauces,3.14,1.096,18,0.09
NPU-780869,10/13/2023,In-Store,NY000158,Church End,N3,England,Yorkshire and the Humber,01JZ3NSZ2PHJS11APMCF0WSF94,Air Fryer,Kitchen,Small Appliances,79.14,31.496,8,0.22
CCA-921672,9/3/2023,Online,IK057392,Carlton,DL8,England,East of England,01JZ3NTG2PDX8W8RYN35VYA202,High-Speed Blender,Kitchen,Blenders & Juicers,99.14,39.496,13,0.04
BWB-484290,12/21/2023,In-Store,WA065296,Newbiggin,NE46,England,West Midlands,01JZ3NTCXTPETNCVFVS1T3WV2X,Stick Vacuums Cleaner,Home Appliances,Floor Care Appliances,129.14,51.496,16,0.38
QXY-440210,9/20/2023,Online,BY084090,Eaton,DN22,England,North East,01JZ3NCGCX6QST25AP8C2W3CG8,Garden Hoses with Expandable Features,Garden,Garden Supplies,34.14,9.997,19,0.01
JET-835049,2/24/2023,In-Store,SV090268,Leeds,LS6,England,London,01JZ3NTPKKG1QE5VZNB946NE4K,Vanilla Protein Powder,Food - Health/Protein,Protein Supplements,24.14,9.496,14,0.26
OIS-233396,11/18/2023,Online,OF005773,Aston,TF6,England,Yorkshire and the Humber,01JZ3NR3G9RQTG5B9BFWD6BG79,Streaming Device,Electronics,Home Entertainment Equipment,49.14,19.496,14,0.31
RPN-833662,7/26/2023,In-Store,SG001338,Glasgow,G4,Scotland,,01JZ3NR4ZES0HDSCQEXEY1T7BN,Organic Coconut Water,Food - Beverages,Natural Beverages,1.94,0.616,1,0.02
LNR-093732,5/22/2023,Online,FB057994,Norton,NN11,England,Yorkshire and the Humber,01JZ3NTATAMQJSCG51XYKNB7FB,Electric Screwdriver,Tools,Power Tools,59.14,23.496,12,0.01
HXW-361966,3/22/2023,In-Store,NC078690,Edinburgh,EH9,Scotland,,01JZ3NCDTQTXTY9ETHSJCQWY41,Magnetic Phone Case,Accessories,Mobile Accessories,19.14,5.497,3,0.05
LNI-912740,11/13/2023,Online,TB024905,Leeds,LS6,England,South East,01JZ3NCGYMZSYV4YHNG22P2P9R,Peach Mango Smoothie,Food - Beverages,Smoothies,2.64,0.547,9,0.39
ZQC-396948,11/12/2023,In-Store,WH056175,Church End,CB4,England,East Midlands,01JZ3NR1DQ4PV8K2B3MRHHQDTC,Pocket Blanket,Outdoor,Camping Equipment,24.14,9.496,6,0.2
UEG-407398,1/2/2023,Online,WT084998,Newtown,RG20,England,West Midlands,01JZ3NR5JQTFT7NQFCSPYJZ9RH,Tortilla Chips,Food - Snacks,Chips and Crisps,2.14,0.696,4,0.29
CIQ-699254,5/16/2023,In-Store,FE082197,Halton,LS9,England,London,01JZ3NCH6VM697QRD1H068T6DZ,Peach Preserves,Food - Condiments,Fruit Spreads,2.94,0.637,18,0.33
XDF-112669,5/22/2023,Online,TR063844,Manchester,M14,England,South West,01JZ3NTE7RARHN1AMVJRBX9YB7,Tandoori Chicken Marinade,Food - Condiments,Marinades and Sauces,1.64,0.496,20,0.06
OQC-242039,5/17/2023,In-Store,NY015731,London,W1F,England,Yorkshire and the Humber,01JZ3NC9YPXGEGGWPDF4RG1SQ7,Gaming Mousepad,Gaming,Gaming Accessories,19.14,5.497,5,0.08
BIM-901074,10/20/2023,Online,AX023223,Sheffield,S33,England,South East,01JZ3NT1G7R5ZP4Z6QM65SZ81H,Potato Wedge Seasoning,Food - Condiments,Seasoning Blends,1.64,0.496,9,0.13
JQV-350764,12/21/2023,In-Store,BU037763,Kinloch,PH43,Scotland,,01JZ3NCA2ZFNEBN6HS56MDDFTR,Lentil Soup (canned),Food - Canned Goods,Soups & Broths,1.14,0.097,3,0.14
SDA-577406,1/13/2023,Online,KM010380,Charlton,OX12,England,Yorkshire and the Humber,01JZ3NR47M60NT642N0XTF1QTR,Wine Glasses,Home,Kitchen Accessories,29.14,11.496,7,
