Order ID,Order Date,Order Mode,Customer ID,Postal Code,City (Cleaned),Country (Cleaned),Region (Cleaned),Product ID,Product Name,Category,Segment,Sub-Category,Sales,Cost Price,Quantity,Discount,Total Sales,Total Cost Price,Net Profit,Profit Margin
BTC-245712,2024-06-22,Online,LO028977,S8,Norton,England,Yorkshire and the Humber,01JZ3N512GHNAJSF3HCCQ0PQYY,Flavored Popcorn Mix,Food , Snacks,Gourmet Snacks,2.99,0.90,4,0.24,11.96,3.59,8.37,0.70
HYX-609122,2024-06-22,Online,AK060338,CV35,Walton,England,West Midlands,01JZ3NRAWS7WV13FEN3N4G2AAZ,Coconut Chia Seed Pudding,Food , Snacks,Healthy Snacks,2.99,1.20,11,0.03,32.89,13.16,19.73,0.60
NHB-863069,2024-06-22,In-Store,CH053616,SY4,Pentre,Wales,Wales,01JZ3N5564R4DZ0FNCBDX3G003,Ginger Turmeric Shots,Food , Beverages,Health Drinks,3.99,1.20,9,0.12,35.91,10.77,25.14,0.70
AKU-999175,2024-06-22,In-Store,NU019767,AB55,Tullich,Scotland,Scotland,01JZ3N58KM6NM98BAZZ3WPPA9T,Sliced Provolone Cheese,Food , Dairy,Cheese,3.99,1.20,18,0.05,71.82,21.55,50.27,0.70
CUN-762522,2024-06-22,Online,SC094075,G4,Glasgow,Scotland,Scotland,01JZ3NC5JPGCSKHFQBQ6XA0JY9,Trail Mix (Deluxe),Food , Snacks,Nuts and Trail Mix,4.59,1.38,5,0.00,22.95,6.89,16.07,0.70
HIG-262417,2024-06-22,Online,WN068197,W1F,London,England,London,01JZ3N52ZMQ5D81FW3YE4M2SPD,Chipotle Black Bean Burger,Food , Meats,Meat Alternatives,4.99,1.50,14,0.11,69.86,20.96,48.90,0.70
IXD-875325,2024-06-22,In-Store,PM034573,DN21,Upton,England,East Midlands,01JZ3N52N6J3JSN7KY25P4K17G,Chocolate Hazelnut Spread,Food , Spreads,Nut Butters,5.99,1.80,4,0.22,23.96,7.19,16.77,0.70
VHW-985104,2024-06-22,In-Store,PL019616,EC3M,London,England,London,01JZ3NRA5M07QEJD8A900FQDRR,Vegetable and Cheese Quesadillas,Food , Frozen,Frozen Meals,6.99,2.80,15,0.15,104.85,41.94,62.91,0.60
NUQ-393326,2024-06-22,In-Store,RR095548,BS14,Whitchurch,England,South West,01JZ3NC8J07XNB67H7RCPB91AX,Suction Cup Hooks,Home,Home,Home Organization,9.99,3.00,17,0.17,169.83,50.95,118.88,0.70
ZDC-790669,2024-06-22,Online,RC069836,BS41,Bristol,England,South West,01JZ3N53J5FTP9096ZS78Y3PGF,Wall Calendar,Home,Home,Decorative Wall Art & Accessories,17.99,5.40,14,0.07,251.86,75.56,176.30,0.70
AOC-661325,2024-06-22,In-Store,MO085369,CV35,Walton,England,West Midlands,01JZ3NCBDNPX0E32472V2XS7NK,Silicone Baking Mats,Kitchen,Kitchen,Baking Accessories,20.99,6.00,17,0.15,356.83,101.95,254.88,0.71
HDV-326312,2024-06-22,In-Store,BU040408,ST20,Marston,England,West Midlands,01JZ3NC3R9WDSN9SY2S7VCCM7X,Throw Pillow Covers,Home,Home,Decorative Wall Art & Accessories,22.99,6.90,10,0.32,229.90,68.97,160.93,0.70
DHC-495044,2024-06-22,In-Store,FQ076657,L74,Liverpool,England,North West,01JZ3N51EHYV66XX319AN5HJEF,Garden Tool Set,Garden,Garden,Garden Tools,34.99,10.50,16,0.18,559.84,167.95,391.89,0.70
RTE-028359,2024-06-22,Online,MI077636,CT16,Buckland,England,South East,01JZ3N509V6QVH2HX9RQQ7JDPZ,Rechargeable Laptop Battery Pack,Electronics,Electronics,Computer Accessories,49.99,15.00,5,0.05,249.95,74.99,174.97,0.70
DON-648478,2024-06-22,In-Store,RB097774,DL8,Carlton,England,Yorkshire & the Humber,01JZ3NCC1HV4Z3RGSC3Y6JG6B1,Garden Hose Reel,Garden,Garden,Garden Tools,50.99,15.00,11,0.20,560.89,164.97,395.92,0.71
ZWD-413384,2024-06-22,Online,TZ090696,BS14,Whitchurch,England,South West,01JZ3NCBCXA7X8WDKR93G54VMX,Smart Home Hub,Smart Home,Smart Home,Home Automation,100.99,30.00,14,0.13,1413.86,419.96,993.90,0.70
UOL-589131,2024-06-23,Online,VO007288,LE14,Twyford,England,East Midlands,01JZ3NR0XK272V52VMTYG8AR0Y,Sliced Avocado,Food , Produce,Fresh Cut Fruits,2.79,1.12,1,0.11,2.79,1.12,1.67,0.60
DLR-922108,2024-06-23,Online,EW049219,NG22,Milton,England,East Midlands,01JZ3NC3ZKZS4RPQ7QCB8MG9HB,Miso Soup Starter,Food , Soups,Specialty Soups,2.99,0.90,1,0.19,2.99,0.90,2.09,0.70
ASX-758105,2024-06-23,Online,XU003449,EH9,Edinburgh,Scotland,Scotland,01JZ3N59G0577GTH7WHZHTZKF7,Caramel Sauce,Food , Condiments,Dessert Toppings,3.49,1.05,11,0.17,38.39,11.52,26.87,0.70
MHQ-693655,2024-06-23,Online,YY017812,BS41,Bristol,England,South West,01JZ3N53S2JPX66C0F7562XXJ8,Rustic Italian Breads,Food , Bakery,Artisan Bread,3.99,1.20,1,0.19,3.99,1.20,2.79,0.70
CUO-561973,2024-06-23,Online,VK070740,CV35,Walton,England,West Midlands,01JZ3N57KTS9QCMGV65B4PPM19,Creamy Garlic Mashed Potatoes,Food , Sides,Potatoes,3.99,1.20,5,0.00,19.95,5.99,13.97,0.70
ICY-225931,2024-06-23,In-Store,LB002042,RH5,Sutton,England,South East,01JZ3N5CZQFPQNVQA610F42WJH,Oven-Baked Sweet Potato Fries,Food , Frozen Foods,Frozen Vegetables,3.99,1.20,1,0.32,3.99,1.20,2.79,0.70
GIS-151047,2024-06-23,In-Store,PH000245,GL54,Ford,England,South West,01JZ3NR6MZEZEGEP25WV97CJEP,Pineapple Salsa,Food , Condiments,Salsas & Dips,5.29,1.72,6,0.19,31.74,10.30,21.44,0.68
MNW-562983,2024-06-23,In-Store,FF006327,B12,Birmingham,England,West Midlands,01JZ3NR43ZW4B7BVDMPNMKHYEY,Sun-Dried Tomato Pesto,Food , Condiments,Pesto,5.49,1.80,13,0.08,71.37,23.35,48.02,0.67
YOC-448211,2024-06-23,Online,UD018779,RG20,Newtown,England,South East,01JZ3N577P80D2EWTD57FTMH25,Coconut Curry Lentils,Food , Canned Goods,Canned Vegetarian Meals,5.79,1.74,15,0.13,86.85,26.06,60.80,0.70
VVK-328740,2024-06-23,Online,RI031264,SG4,Langley,England,East of England,01JZ3NCBRMFKQ497PC6WYMQVJM,Spicy Tuna Rolls,Food , Seafood,Sushi,6.49,1.95,10,0.13,64.90,19.47,45.43,0.70
JHK-960248,2024-06-23,In-Store,RV083774,ST20,Marston,England,West Midlands,01JZ3NTA4KZANMBYZ84VNQSBYX,Andouille Sausage,Food , Meat,Processed Meats,6.49,2.20,7,0.16,45.43,15.37,30.06,0.66
JOD-107780,2024-06-23,Online,VG036239,WC1B,London,England,London,01JZ3NR12SF3Z3Z29X6X95S1VN,Maple Bacon Jerky,Food , Meat,Jerky,6.99,2.80,5,0.09,34.95,13.98,20.97,0.60
RTL-620149,2024-06-23,In-Store,IW015212,BD23,Thorpe,England,Yorkshire & the Humber,01JZ3NCDT53RDH8V03QN229FQT,Eco-Friendly Notepad,Office,Office,Sustainable Stationery,8.99,2.70,19,0.00,170.81,51.24,119.57,0.70
QJW-885676,2024-06-23,In-Store,UB091894,LS9,Halton,England,Yorkshire & the Humber,01JZ3NC8DGFX9D85SFEGZCM3ZJ,Jigsaw Puzzle,Toys,Toys,Puzzles,14.99,4.50,16,0.15,239.84,71.95,167.89,0.70
ULS-594033,2024-06-23,Online,UJ043492,CT15,Sutton,England,South East,01JZ3NCAA802W1BZ6S33S6VQE6,Car Phone Mount,Automotive,Automotive,Phone Accessories,16.99,4.80,17,0.08,288.83,81.55,207.28,0.72
DLK-228474,2024-06-23,Online,XC022001,DN21,Upton,England,East Midlands,01JZ3N5A9N6YP59W1W37YAG81Q,Rechargeable Hand Warmer,Accessories,Accessories,Personal Care,22.99,6.90,7,0.36,160.93,48.28,112.65,0.70
TRI-060623,2024-06-23,In-Store,JQ001839,LS9,Halton,England,Yorkshire & the Humber,01JZ3NC5FBR8J1HDZXW4XW5RH7,Smartphone Tripod,Photography,Photography,Tripods & Accessories,29.99,9.00,18,0.29,539.82,161.95,377.87,0.70
LUS-252471,2024-06-23,Online,VE074010,M14,Manchester,England,North West,01JZ3NC6TQZEA3H01KPG57CEZP,Foam Roller for Muscle Recovery,Fitness,Fitness,Recovery Tools,29.99,9.00,8,0.00,239.92,71.98,167.94,0.70
BTO-818847,2024-06-23,Online,AE024296,DN22,Eaton,England,East Midlands,01JZ3NR7HCR4EZKEDH2YH22Q7P,Smartphone Photography Ring Light,Photography,Photography,Lighting Equipment,30.99,12.00,16,0.18,495.84,191.94,303.90,0.61
LTU-688832,2024-06-23,Online,FT097065,CV35,Walton,England,West Midlands,01JZ3NR49D4YS94DVS7Y2E0SZ3,Magnetic Whiteboard,Office,Office,Office Supplies,35.99,14.00,20,0.05,719.80,279.92,439.88,0.61
UIN-695840,2024-06-23,Online,BQ053672,CT15,Sutton,England,South East,01JZ3NC50JGN15KA05Z133ZFJW,Spice Rack,Kitchen,Kitchen,Kitchen Storage & Organization,39.99,12.00,3,0.35,119.97,35.99,83.98,0.70
BAX-915503,2024-06-23,In-Store,EO027251,BT66,Craigavon,Northern Ireland,Northern Ireland,01JZ3N52FJDN3K45BYM4W7B0TM,Pressure Cooker,Kitchen,Kitchen,Cooking Appliances,89.00,26.70,18,0.17,1602.00,480.60,1121.40,0.70
CFN-467355,2024-06-24,In-Store,ES011889,LS9,Halton,England,Yorkshire & the Humber,01JZ3N56WV7SDQ3MW2YMN2026H,Vanilla Bean Greek Yogurt,Food , Dairy,Flavored Yogurt,1.99,0.60,14,0.24,27.86,8.36,19.50,0.70
DTA-257023,2024-06-24,In-Store,CA010518,CT16,Buckland,England,South East,01JZ3N55GPDCTQ0M16H985G9CF,Cinnamon Raisin Bread,Food , Bakery,Breads,3.79,1.14,9,0.33,34.11,10.23,23.88,0.70
ISV-158996,2024-06-24,Online,WT037292,L74,Liverpool,England,North West,01JZ3N55PZNB6Y5TXZQXA1RGGC,Sweet Potato Fries,Food , Frozen Foods,Frozen Snacks,3.99,1.20,6,0.16,23.94,7.18,16.76,0.70
CUA-329684,2024-06-24,Online,AZ025752,WC1B,London,England,London,01JZ3N59R7CYW378C31526YKXX,Organic Green Lentils,Food , Grocery,Legumes,3.99,1.20,20,0.05,79.80,23.94,55.86,0.70
VXN-339617,2024-06-24,In-Store,NJ073993,CV35,Walton,England,West Midlands,01JZ3NR44M2MFTMNEHS500ZHDF,Honey Roasted Chickpeas,Food , Snacks,Savory Snacks,4.29,1.32,4,0.17,17.16,5.26,11.90,0.69
JTQ-477340,2024-06-24,In-Store,CT084027,CV35,Walton,England,West Midlands,01JZ3NT4A3KX3AY9Y9M7DR9C8P,Banana Peanut Butter Smoothie,Food , Frozen Foods,Frozen Smoothies,6.49,2.20,11,0.06,71.39,24.16,47.23,0.66
TTO-481650,2024-06-24,In-Store,DK038977,LE15,Seaton,England,East Midlands,01JZ3NCASAF8P20XD20FB2Z8RD,Pet Training Clicker,Pets,Pets,Training Supplies,6.99,1.80,10,0.07,69.90,17.97,51.93,0.74
LKM-154216,2024-06-24,In-Store,AA032264,CT15,Sutton,England,South East,01JZ3N5BXVCQ5XFA15F1BSHVVX,Plant Watering Spikes,Garden,Garden,Garden Supplies,12.99,3.90,1,0.26,12.99,3.90,9.09,0.70
ZDW-073661,2024-06-24,Online,QY049868,CT16,Buckland,England,South East,01JZ3N56357RX27SVPH69AFFC2,Kitchen Scale,Kitchen,Kitchen,Kitchen Gadgets,19.99,6.00,14,0.27,279.86,83.96,195.90,0.70
WNQ-427266,2024-06-24,Online,SO022847,CH48,Wirral,England,North West,01JZ3NC8QCDYGNF1KT7TDAVQGW,Fashionable Fanny Pack,Clothing , Accessories,Bags,24.99,7.50,8,0.17,199.92,59.98,139.94,0.70
IPT-172084,2024-06-24,Online,US062486,TF6,Aston,England,West Midlands,01JZ3NTDZW7NRC4PGPZQ7V3SKE,Personal Blender with Cups,Kitchen,Kitchen,Blenders & Juicers,35.99,14.00,8,0.07,287.92,111.97,175.95,0.61
GIN-165949,2024-06-24,Online,WP034593,DL10,Whitwell,England,Yorkshire & the Humber,01JZ3NC42NMJYK1GNC236DHSQ7,Portable Air Conditioner,Home Appliances,Home Appliances,Cooling Appliances,299.99,90.00,4,0.00,1199.96,359.99,839.97,0.70
GKM-442541,2024-06-25,In-Store,PN010412,CV35,Walton,England,West Midlands,01JZ3N55JX79NVSRWTH1ACVZ43,Chickpea Flour,Food , Baking,Flours & Meals,3.29,0.99,4,0.22,13.16,3.95,9.21,0.70
AIM-853187,2024-06-25,In-Store,AV098482,CT15,Sutton,England,South East,01JZ3N5ABREGP3AYT376NBW4XR,Sweet Corn Fritters,Food , Frozen,Frozen Appetizers,4.49,1.35,16,0.14,71.84,21.55,50.29,0.70
SGQ-231304,2024-06-25,In-Store,EP091516,S8,Norton,England,Yorkshire and the Humber,01JZ3N58CFG3G4ZJ8P3012GXBT,Spinach Artichoke Dip,Food , Snacks,Dips and Spreads,4.99,1.50,7,0.03,34.93,10.48,24.45,0.70
WOB-040251,2024-06-25,Online,YJ078139,ST20,Marston,England,West Midlands,01JZ3N52Q3Q3X4VAX3JPA5WFX5,Quinoa Salad,Food , Prepared Foods,Ready-to-Eat Meals,5.99,1.80,9,0.11,53.91,16.17,37.74,0.70
QHK-334288,2024-06-25,Online,ZH095564,IV1,Newton,Scotland,Scotland,01JZ3NC7V2ZRKQ65QDZ8KTD2BG,Kale and Quinoa Salad,Food , Salads,Healthy Salads,6.49,1.95,15,0.00,97.35,29.21,68.15,0.70
XQI-481388,2024-06-25,In-Store,VU087736,GU32,Weston,England,South East,01JZ3NC4G9Q5P0NZVM5GW70K6Z,Pet Hair Removal Brush,Pets,Pets,Grooming Supplies,14.99,4.50,10,0.06,149.90,44.97,104.93,0.70
FWJ-132900,2024-06-25,In-Store,IS056610,LS9,Halton,England,Yorkshire & the Humber,01JZ3NC4NK2EJ0Z7Z6154EV8AC,Electric Toothbrush Holder,Health,Health,Oral Care & Hygiene,14.99,4.50,15,0.20,224.85,67.46,157.40,0.70
HII-993436,2024-06-25,Online,AD018781,RG20,Newtown,England,South East,01JZ3N5AQ4B7JKQZYS24BD9PZR,Watercolor Set,Art Supplies,Art Supplies,Painting Supplies,19.99,6.00,19,0.19,379.81,113.94,265.87,0.70
YWK-226278,2024-06-25,Online,EY052169,NR34,Brampton,England,East of England,01JZ3NR20S0GA3QSMQJKJFCN1F,Eco-Friendly Disposable Plates,Kitchen,Kitchen,Sustainable Tableware,22.99,9.20,11,0.18,252.89,101.16,151.73,0.60
NOT-219674,2024-06-25,Online,ME002547,CV35,Walton,England,West Midlands,01JZ3N5989NSCYRYH9AT9BA983,Fitness Resistance Bands Set,Fitness,Fitness,Strength Training Equipment,34.99,10.50,14,0.18,489.86,146.96,342.90,0.70
LML-420380,2024-06-25,Online,JW093275,WC1B,London,England,London,01JZ3N50YEH01KTS2W29ZWNT1A,Printed Maxi Skirt,Clothing , Skirts,Skirts,39.99,12.00,9,0.31,359.91,107.97,251.94,0.70
JVD-195863,2024-06-25,Online,VY009268,EC3M,London,England,London,01JZ3NTBPWT20NGNSN7TW1TGK2,Gardening Tools Set,Garden,Garden,Garden Tools,45.00,18.00,10,0.00,450.00,180.00,270.00,0.60
AJD-714585,2024-06-25,In-Store,ON048367,AB56,Milton,Scotland,Scotland,01JZ3N53NM23DHZZ2EKDMCSQ51,Ski Goggles,Sports,Sports,Snow Sports,49.99,15.00,11,0.13,549.89,164.97,384.92,0.70
FYB-126748,2024-06-25,Online,BE082748,S1,Sheffield,England,Yorkshire and the Humber,01JZ3NCF6T1MNH9QP2HAPB59JX,Compact Dishwasher,Home Appliances,Home Appliances,Dishwashers,300.99,90.00,20,0.10,6019.80,1799.94,4219.86,0.70
SEW-639743,2024-06-26,Online,WI001306,BD7,Bradford,England,Yorkshire & the Humber,01JZ3N52BJR60NHTXRJM973WN8,Tomato Paste,Food , Canned Goods,Sauces & Condiments,1.29,0.39,11,0.26,14.19,4.26,9.93,0.70
FGQ-550883,2024-06-26,Online,VF019448,EC1V,London,England,London,01JZ3N57Z8GZ71WN04V99E3NFN,Falafel Mix,Food , Baking & Cooking,Seasonings & Mixes,2.79,0.84,8,0.18,22.32,6.70,15.62,0.70
FHP-284574,2024-06-26,In-Store,TW029209,EH52,Burnside,Scotland,Scotland,01JZ3NCBGEYYAHS2N40TP33Y0P,Almond Milk Yogurt,Food , Dairy Alternatives,Plant-Based Yogurt,2.99,0.60,18,0.15,53.82,10.75,43.07,0.80
QMA-644680,2024-06-26,In-Store,XL007458,DL8,Carlton,England,Yorkshire & the Humber,01JZ3NC60YW8GAG3Y2CWA0FGVJ,Crispy Rice Treats,Food , Snacks,Sweet Snacks,3.50,1.05,6,0.00,21.00,6.30,14.70,0.70
TML-444608,2024-06-26,Online,KO026744,EH52,Burnside,Scotland,Scotland,01JZ3NCBQEZ6QYPZM3R8RJR107,Blackberry Jam,Food , Condiments,Fruit Spreads,4.29,1.29,11,0.02,47.19,14.16,33.03,0.70
ETU-133772,2024-06-26,In-Store,MG032187,DN21,Upton,England,East Midlands,01JZ3N566E1X3ZBRNRRZRPCMW0,Coconut Almond Granola,Food , Breakfast,Granola & Muesli,4.99,1.50,17,0.35,84.83,25.45,59.38,0.70
CHR-856609,2024-06-26,Online,PW074537,OX12,Charlton,England,South East,01JZ3NC6S0JPQTV0MZRG2FS66J,Sesame Noodles,Food , Grab,Noodles,5.99,1.80,11,0.36,65.89,19.77,46.12,0.70
PSS-477351,2024-06-26,Online,HL011929,L74,Liverpool,England,North West,01JZ3N5AAQSVJSM7RYQHNVKN53,Dark Chocolate Tart,Food , Desserts,Chocolate Desserts,6.29,1.89,20,0.10,125.80,37.74,88.06,0.70
PGN-640240,2024-06-26,In-Store,MS069774,BD23,Thorpe,England,Yorkshire & the Humber,01JZ3N54QDVS97NFSQG7JP4JRM,Personalized Keychain,Accessories,Accessories,Custom Accessories,10.99,3.30,4,0.06,43.96,13.19,30.77,0.70
ZOA-497349,2024-06-26,Online,CL067633,PR1,Preston,England,North West,01JZ3NSZRCYMVJVKVQRQAB7ASZ,Ice Cube Tray with Lid,Kitchen,Kitchen,Ice Cube Trays,11.99,4.40,10,0.07,119.90,43.96,75.94,0.63
TON-005601,2024-06-26,Online,JH027246,DL10,Whitwell,England,Yorkshire & the Humber,01JZ3NCFRSR5ZDH7AKM9YBDN53,Bamboo Toothbrush Holder,Health,Health,Oral Care & Hygiene,14.99,4.50,2,0.18,29.98,8.99,20.99,0.70
VQX-695002,2024-06-26,In-Store,AM087505,WC1B,London,England,London,01JZ3N51D7VR091EHKGPHQ327V,Travel Shoe Bags Set,Travel,Travel,Travel Accessories,15.99,4.80,16,0.00,255.84,76.75,179.09,0.70
PEU-726164,2024-06-26,Online,FP038090,SG4,Langley,England,East of England,01JZ3NR8FF66MTDEEDVC7W3XS6,Eco-Friendly Beeswax Wraps,Kitchen,Kitchen,Food Storage Solutions,15.99,6.00,18,0.06,287.82,107.93,179.89,0.63
PJU-382234,2024-06-26,Online,UY036912,LE15,Seaton,England,East Midlands,01JZ3NR0YPZZX7Y59E2002K0H1,Outdoor String Lights,Outdoor,Outdoor,Outdoor Accessories,25.99,10.00,18,0.09,467.82,179.93,287.89,0.62
MCR-585207,2024-06-26,In-Store,OW060749,WC1B,London,England,London,01JZ3N5ACTWKGCACT766K6A6CN,Smart LED Desk Lamp,Office,Office,Lighting,39.99,12.00,3,0.34,119.97,35.99,83.98,0.70
LAH-895983,2024-06-26,In-Store,OY080109,SW1E,London,England,London,01JZ3N593PJ33XRK9XY4938FE5,Outdoor Sports Backpack,Outdoor,Outdoor,Outdoor Accessories,49.99,15.00,6,0.16,299.94,89.98,209.96,0.70
CHB-682326,2024-06-26,Online,EZ016172,BD23,Thorpe,England,Yorkshire & the Humber,01JZ3N56A29N4R8QDF76FSH8ZV,Suede Ankle Booties,Clothing , Footwear,Boots,79.99,24.00,5,0.06,399.95,119.99,279.97,0.70
FPT-748813,2024-06-26,In-Store,MY094022,LE15,Seaton,England,East Midlands,01JZ3NCA6WS3SNZHEVJA4HXZBB,Professional Chef Knife,Kitchen,Kitchen,Cutlery,89.99,27.00,19,0.05,1709.81,512.94,1196.87,0.70
ZMZ-053514,2024-06-27,In-Store,LF026434,SW19,Merton,England,London,01JZ3NR82ZQ3TPJMX28MQ8F95P,Tomato Basil Soup,Food , Canned Goods,Soups & Broths,3.49,1.40,16,0.01,55.84,22.34,33.50,0.60
OLA-179951,2024-06-27,Online,NA086086,GL54,Ford,England,South West,01JZ3NC9BMEZET9VP9PBN1FDA1,Zucchini Noodles,Food , Vegetables,Pasta Alternatives,3.99,1.20,2,0.07,7.98,2.39,5.59,0.70
YJX-957061,2024-06-27,Online,BO084720,BS14,Whitchurch,England,South West,01JZ3N5879PJM22PJF2CDHFHZS,Roasted Garlic Mashed Potatoes,Food , Frozen Foods,Frozen Vegetables,3.99,1.20,18,0.38,71.82,21.55,50.27,0.70
KCF-929083,2024-06-27,Online,RQ001428,AB56,Milton,Scotland,Scotland,01JZ3NCDW199GHRC2JDSQE3RAE,Herbed Chicken Breast,Food , Meat,Poultry,7.99,2.40,14,0.20,111.86,33.56,78.30,0.70
DUW-828378,2024-06-27,Online,ZG005436,SW1E,London,England,London,01JZ3N557MX027DQ49H078R06X,Car Seat Organizer,Automotive,Automotive,Car Interior Accessories,14.99,4.50,1,0.18,14.99,4.50,10.49,0.70
UVC-615090,2024-06-27,In-Store,RV058410,PR1,Preston,England,North West,01JZ3NTPYPG30AK06DA9FD09ZF,Bamboo Utensil Holder,Kitchen,Kitchen,Kitchen Storage & Organization,14.99,6.00,15,0.28,224.85,89.94,134.91,0.60
LKN-847757,2024-06-27,In-Store,ID021245,AB55,Tullich,Scotland,Scotland,01JZ3NR4K3GEDM8FTY0WZ05QDW,Mini Hand Gesture Drone,Toys,Toys,Remote Control Drones,30.99,12.00,4,0.15,123.96,47.98,75.98,0.61
CMX-080444,2024-06-27,Online,EY065647,SW1E,London,England,London,01JZ3N575RXRKWCG9VA64F7KXP,Solar Power Bank,Electronics,Electronics,Portable Power Solutions,39.99,12.00,8,0.00,319.92,95.98,223.94,0.70
QDC-440008,2024-06-27,Online,EI066899,DN22,Eaton,England,East Midlands,01JZ3NR7BPZNZNH9BF46F37VRA,Two-Tone Windbreaker,Clothing , Outerwear,Jackets,59.99,24.00,1,0.04,59.99,24.00,35.99,0.60
TNX-861581,2024-06-28,In-Store,TU039036,BS37,Horton,England,South West,01JZ3N51Z9VSARSSSETS0K8RKF,Greek Yogurt,Food , Dairy,Yogurt,1.99,0.60,19,0.39,37.81,11.34,26.47,0.70
RNK-199819,2024-06-28,In-Store,LS079402,DN21,Upton,England,East Midlands,01JZ3NC7PR23SZXEAKV152FVH3,Buffalo Sauce,Food , Condiments,Spicy Sauces,2.99,0.90,17,0.19,50.83,15.25,35.58,0.70
HVL-559908,2024-06-28,In-Store,FH008167,CT15,Sutton,England,South East,01JZ3N51A9802QC15GA5KMA52R,Frozen Edamame,Food , Frozen Foods,Frozen Snacks,3.29,0.99,20,0.30,65.80,19.74,46.06,0.70
JSM-122623,2024-06-28,In-Store,ZO047287,S8,Norton,England,Yorkshire and the Humber,01JZ3N59YJXC13FGSZDTDNQ6H9,Rice Noodles,Food , Grains,Pasta,3.49,1.05,14,0.33,48.86,14.66,34.20,0.70
DMH-876102,2024-06-28,In-Store,CI047459,LS9,Halton,England,Yorkshire & the Humber,01JZ3N59NFRCS5VRRVQZ29KR41,Chocolate Mint Protein Shake,Food , Beverages,Health Drinks,3.99,1.20,17,0.00,67.83,20.35,47.48,0.70
BNY-175286,2024-06-28,In-Store,VC000359,WF9,Upton,England,Yorkshire & the Humber,01JZ3NC80K9RMN8ZRZ347S5GMD,Organic Green Tea,Food , Beverages,Herbal Tea,4.29,1.29,13,0.28,55.77,16.73,39.04,0.70
VAH-553621,2024-06-28,Online,CM008593,DN36,West End,England,East Midlands,01JZ3NT6DAD10JTS3Q38AZPJWA,Mixed Berry Smoothie Pack,Food , Frozen Food,Frozen Fruits,5.99,2.40,6,0.39,35.94,14.38,21.56,0.60
KWL-276820,2024-06-28,In-Store,MC009367,BD23,Thorpe,England,Yorkshire & the Humber,01JZ3NC7TCTWCYC6E9R34Z5Z2Z,Stuffed Peppers with Quinoa,Food , Prepared Meals,Vegetarian Meals,7.99,2.40,2,0.00,15.98,4.79,11.19,0.70
KOA-153252,2024-06-28,In-Store,HA090313,NR29,Newport,England,East of England,01JZ3NSZSSFRYPYNXW7KHY4RED,Chili Lime Shrimp,Food , Seafood,Marinated Seafood,9.99,3.60,15,0.12,149.85,53.94,95.91,0.64
QDV-590544,2024-06-28,In-Store,GT096470,NR34,Brampton,England,East of England,01JZ3NC4JEXTE2YQZQ3TVF6J0W,Whole Chicken,Food , Meat,Poultry,12.99,3.90,15,0.32,194.85,58.46,136.40,0.70
UIF-904107,2024-06-28,In-Store,HN089985,L74,Liverpool,England,North West,01JZ3NR31D4W0HHFRPY9DKTQ6E,Electric Opener for Jars and Bottles,Kitchen,Kitchen,Kitchen Gadgets,24.99,10.00,7,0.30,174.93,69.97,104.96,0.60
IQI-483826,2024-06-28,In-Store,LC070027,WF9,Upton,England,Yorkshire & the Humber,01JZ3N50X95JBWMDN4W7Q3ECAM,Pet Carrier,Pets,Pets,Travel Accessories,39.99,12.00,11,0.07,439.89,131.97,307.92,0.70
IKK-132187,2024-06-28,In-Store,CI065519,LE15,Seaton,England,East Midlands,01JZ3N59T53BSTK66A6EZ8PT09,Electric Meat Grinder,Kitchen,Kitchen,Small Appliances,89.99,27.00,17,0.05,1529.83,458.95,1070.88,0.70
DAA-508448,2024-06-29,In-Store,TG057602,B12,Birmingham,England,West Midlands,01JZ3NC92ZGCX8JW4C3KEGY08P,Pasta (Fusilli),Food , Pasta,Pasta,1.79,0.54,11,0.24,19.69,5.91,13.78,0.70
YPF-571736,2024-06-29,Online,JT099759,DN22,Eaton,England,East Midlands,01JZ3N57EXVNT9WVS002YAR34G,Peanut Butter Pretzel Nuggets,Food , Snacks,Candy,3.29,0.99,13,0.26,42.77,12.83,29.94,0.70
VFC-693926,2024-06-29,Online,XL007458,CT16,Buckland,England,South East,01JZ3NC60YW8GAG3Y2CWA0FGVJ,Crispy Rice Treats,Food , Snacks,Sweet Snacks,3.50,1.05,16,0.32,56.00,16.80,39.20,0.70
JWU-457551,2024-06-29,Online,BB040839,B12,Birmingham,England,West Midlands,01JZ3NCA9YGQS0HMZEB2H5DRPY,Raisin Cinnamon Granola,Food , Cereals,Granola,3.79,1.14,17,0.08,64.43,19.33,45.10,0.70
YIX-175412,2024-06-29,In-Store,QA083352,OX7,Dean,England,South East,01JZ3N50ZSQZZSDNYEKD97V2S0,Pesto Pasta Sauce,Food , Sauces,Pasta Sauces,3.99,1.20,3,0.32,11.97,3.59,8.38,0.70
WDE-787638,2024-06-29,Online,HD049219,G4,Glasgow,Scotland,Scotland,01JZ3N58F7KV0D65VTHCCCHBSG,Vegetable Pizza Rolls,Food , Frozen Foods,Frozen Snacks,6.49,1.95,3,0.27,19.47,5.84,13.63,0.70
BOL-555883,2024-06-29,Online,OH046670,NN4,Wootton,England,East Midlands,01JZ3N56DDVK7Y600QGH2M6T1X,Olive Oil,Food , Condiments,Cooking Oils,7.99,2.40,18,0.10,143.82,43.15,100.67,0.70
